z,x,y
4106.7,7820.6,6.3797
4104.9,7828.3,6.3952
4103.1,7836,6.4106
4101.2,7843.7,6.4261
4099.4,7851.4,6.4416
4097.5,7859.1,6.457
4095.5,7866.7,6.4725
4093.6,7874.4,6.488
4091.6,7882,6.5035
4089.7,7889.6,6.519
4087.7,7897.3,6.5345
4085.6,7904.9,6.55
4083.6,7912.5,6.5655
4081.5,7920.1,6.5811
4079.4,7927.7,6.5966
4077.3,7935.2,6.6122
4075.2,7942.8,6.6277
4073,7950.3,6.6433
4070.9,7957.9,6.6589
4068.7,7965.4,6.6745
4066.4,7972.9,6.6901
4064.2,7980.4,6.7057
4061.9,7988,6.7213
4059.6,7995.4,6.7369
4057.3,8002.9,6.7526
4055,8010.4,6.7682
4052.7,8017.9,6.7839
4050.3,8025.3,6.7995
4047.9,8032.8,6.8152
4045.5,8040.2,6.8308
4043,8047.6,6.8465
4040.6,8055,6.8622
4038.1,8062.4,6.8779
4035.6,8069.8,6.8936
4033.1,8077.2,6.9093
4030.5,8084.6,6.925
4028,8092,6.9407
4025.4,8099.3,6.9564
4022.8,8106.7,6.9721
4020.1,8114,6.9878
4017.5,8121.4,7.0036
4014.8,8128.7,7.0193
4012.1,8136,7.0351
4009.4,8143.3,7.0508
4006.7,8150.6,7.0666
4003.9,8157.9,7.0824
4001.1,8165.1,7.0982
3998.3,8172.4,7.114
3995.5,8179.7,7.1298
3992.7,8186.9,7.1456
3989.8,8194.1,7.1614
3986.9,8201.4,7.1772
3984,8208.6,7.1931
3981.1,8215.8,7.2089
3978.1,8223,7.2247
3975.2,8230.2,7.2405
3972.2,8237.3,7.2564
3969.2,8244.5,7.2722
3966.1,8251.7,7.288
3963.1,8258.8,7.3039
3960,8266,7.3197
3956.9,8273.1,7.3356
3953.8,8280.2,7.3515
3950.7,8287.3,7.3674
3947.5,8294.4,7.3833
3944.4,8301.5,7.3992
3941.2,8308.6,7.4151
3938,8315.7,7.431
3934.7,8322.8,7.4469
3931.5,8329.8,7.4628
3928.2,8336.9,7.4787
3924.9,8343.9,7.4946
3921.6,8351,7.5105
3918.2,8358,7.5264
3914.9,8365,7.5424
3911.5,8372,7.5583
3908.1,8379,7.5742
3904.7,8386,7.5902
3901.2,8393,7.6061
3897.8,8399.9,7.6221
3894.3,8406.9,7.638
3890.8,8413.8,7.654
3887.3,8420.8,7.67
3883.7,8427.7,7.6859
3880.2,8434.6,7.7019
3876.6,8441.5,7.7179
3873,8448.4,7.7339
3869.4,8455.3,7.7498
3865.7,8462.2,7.7658
3862.1,8469.1,7.7818
3858.4,8476,7.7978
3854.7,8482.8,7.8138
3851,8489.7,7.8298
3847.2,8496.5,7.8459
3843.5,8503.3,7.8619
3839.7,8510.2,7.8779
3835.9,8517,7.8939
3832.1,8523.8,7.91
3828.2,8530.6,7.926
3824.4,8537.4,7.942
3820.5,8544.1,7.958
3816.6,8550.9,7.9741
3812.7,8557.7,7.9901
3808.7,8564.4,8.0062
3804.8,8571.1,8.0222
3800.8,8577.9,8.0383
3796.8,8584.6,8.0543
3792.8,8591.3,8.0704
3788.8,8598,8.0865
3784.7,8604.7,8.1025
3780.6,8611.4,8.1186
3776.5,8618.1,8.1347
3772.4,8624.8,8.1507
3768.3,8631.4,8.1668
3764.2,8638.1,8.1829
3760,8644.7,8.199
3755.8,8651.3,8.2151
3751.6,8658,8.2311
3747.4,8664.6,8.2472
3743.1,8671.2,8.2633
3738.8,8677.8,8.2794
3734.6,8684.4,8.2955
3730.3,8691,8.3116
3725.9,8697.5,8.3277
3721.6,8704.1,8.3438
3717.2,8710.6,8.3599
3712.9,8717.2,8.3761
3708.5,8723.7,8.3922
3704,8730.3,8.4083
3699.6,8736.8,8.4244
3695.2,8743.3,8.4405
3690.7,8749.8,8.4566
3686.2,8756.3,8.4727
3681.7,8762.8,8.4889
3677.1,8769.2,8.505
3672.6,8775.7,8.5211
3668,8782.2,8.5372
3663.4,8788.6,8.5534
3658.8,8795,8.5695
3654.2,8801.5,8.5856
3649.6,8807.9,8.6018
3644.9,8814.3,8.6179
3640.2,8820.7,8.6341
3635.5,8827.1,8.6502
3630.8,8833.5,8.6663
3626.1,8839.9,8.6825
3621.3,8846.2,8.6986
3616.6,8852.6,8.7148
3611.8,8858.9,8.7309
3607,8865.3,8.747
3602.1,8871.6,8.7632
3597.3,8877.9,8.7793
3592.4,8884.3,8.7955
3587.6,8890.6,8.8116
3582.7,8896.9,8.8278
3577.8,8903.2,8.8439
3572.8,8909.4,8.8601
3567.9,8915.7,8.8762
3562.9,8922,8.8924
3557.9,8928.2,8.9085
3552.9,8934.5,8.9247
3547.9,8940.7,8.9408
3542.8,8946.9,8.957
3537.8,8953.2,8.9731
3532.7,8959.4,8.9893
3527.6,8965.6,9.0054
3522.5,8971.8,9.0216
3517.4,8978,9.0378
3512.2,8984.1,9.0539
3507.1,8990.3,9.0701
3501.9,8996.5,9.0862
3496.7,9002.6,9.1024
3491.5,9008.7,9.1185
3486.2,9014.9,9.1347
3481,9021,9.1509
3475.7,9027.1,9.167
3470.4,9033.2,9.1832
3465.1,9039.3,9.1993
3459.8,9045.4,9.2155
3454.4,9051.5,9.2316
3449.1,9057.6,9.2478
3443.7,9063.6,9.264
3438.3,9069.7,9.2801
3432.9,9075.7,9.2963
3427.5,9081.8,9.3124
3422,9087.8,9.3286
