z,x,y
3892.1,-355.93,9070.6
3887.1,-355.99,9077.2
3882.1,-356.04,9083.7
3877.1,-356.09,9090.2
3872.1,-356.14,9096.7
3867.1,-356.19,9103.2
3862,-356.24,9109.7
3856.9,-356.29,9116.2
3851.8,-356.34,9122.7
3846.7,-356.39,9129.2
3841.6,-356.43,9135.7
3836.4,-356.48,9142.1
3831.3,-356.53,9148.6
3826.1,-356.57,9155
3820.9,-356.62,9161.4
3815.7,-356.66,9167.9
3810.4,-356.7,9174.3
3805.2,-356.75,9180.7
3799.9,-356.79,9187.1
3794.6,-356.83,9193.5
3789.3,-356.87,9199.9
3784,-356.91,9206.2
3778.6,-356.95,9212.6
3773.3,-356.99,9219
3767.9,-357.03,9225.3
3762.5,-357.07,9231.7
3757.1,-357.1,9238
3751.6,-357.14,9244.3
3746.2,-357.18,9250.6
3740.7,-357.21,9257
3735.2,-357.24,9263.3
3729.7,-357.28,9269.6
3724.2,-357.31,9275.8
3718.7,-357.34,9282.1
3713.1,-357.38,9288.4
3707.6,-357.41,9294.6
3702,-357.44,9300.9
3696.4,-357.47,9307.1
3690.7,-357.5,9313.4
3685.1,-357.53,9319.6
3679.4,-357.55,9325.8
3673.8,-357.58,9332
3668.1,-357.61,9338.2
3662.4,-357.63,9344.4
3656.6,-357.66,9350.6
3650.9,-357.68,9356.8
3645.1,-357.71,9363
3639.4,-357.73,9369.1
3633.6,-357.75,9375.3
3627.8,-357.78,9381.4
3621.9,-357.8,9387.6
3616.1,-357.82,9393.7
3610.3,-357.84,9399.8
3604.4,-357.86,9406
3598.5,-357.88,9412.1
3592.6,-357.9,9418.2
3586.7,-357.91,9424.2
3580.7,-357.93,9430.3
3574.8,-357.95,9436.4
3568.8,-357.96,9442.5
3562.8,-357.98,9448.5
3556.8,-357.99,9454.6
3550.8,-358.01,9460.6
3544.7,-358.02,9466.6
3538.7,-358.03,9472.7
3532.6,-358.04,9478.7
3526.5,-358.06,9484.7
3520.4,-358.07,9490.7
3514.3,-358.08,9496.7
3508.1,-358.08,9502.7
3502,-358.09,9508.6
3495.8,-358.1,9514.6
3489.6,-358.11,9520.6
3483.4,-358.12,9526.5
3477.2,-358.12,9532.5
3471,-358.13,9538.4
3464.7,-358.13,9544.3
3458.5,-358.14,9550.2
3452.2,-358.14,9556.2
3445.9,-358.14,9562.1
3439.6,-358.15,9568
3433.3,-358.15,9573.8
3426.9,-358.15,9579.7
3420.6,-358.15,9585.6
3414.2,-358.15,9591.4
3407.8,-358.15,9597.3
3401.4,-358.15,9603.1
3395,-358.14,9609
3388.5,-358.14,9614.8
3382.1,-358.14,9620.6
3375.6,-358.13,9626.4
3369.1,-358.13,9632.2
3362.6,-358.12,9638
3356.1,-358.12,9643.8
3349.6,-358.11,9649.6
3343.1,-358.1,9655.4
3336.5,-358.09,9661.1
3329.9,-358.09,9666.9
3323.3,-358.08,9672.6
3316.7,-358.07,9678.4
3310.1,-358.06,9684.1
3303.5,-358.04,9689.8
3296.8,-358.03,9695.5
3290.2,-358.02,9701.2
3283.5,-358.01,9706.9
3276.8,-357.99,9712.6
3270.1,-357.98,9718.3
3263.4,-357.96,9724
3256.6,-357.95,9729.7
3249.9,-357.93,9735.3
3243.1,-357.91,9741
3236.3,-357.9,9746.6
3229.5,-357.88,9752.2
3222.7,-357.86,9757.9
3215.9,-357.84,9763.5
3209.1,-357.82,9769.1
3202.2,-357.8,9774.7
3195.3,-357.78,9780.3
3188.5,-357.76,9785.8
3181.6,-357.73,9791.4
3174.7,-357.71,9797
3167.7,-357.69,9802.5
3160.8,-357.66,9808.1
3153.8,-357.64,9813.6
3146.9,-357.61,9819.2
3139.9,-357.58,9824.7
3132.9,-357.56,9830.2
3125.9,-357.53,9835.7
3118.8,-357.5,9841.2
3111.8,-357.47,9846.7
3104.8,-357.44,9852.2
3097.7,-357.41,9857.7
3090.6,-357.38,9863.1
3083.5,-357.35,9868.6
3076.4,-357.31,9874.1
3069.3,-357.28,9879.5
3062.1,-357.25,9884.9
3055,-357.21,9890.4
3047.8,-357.18,9895.8
3040.7,-357.14,9901.2
3033.5,-357.11,9906.6
3026.3,-357.07,9912
3019,-357.03,9917.4
3011.8,-356.99,9922.8
3004.6,-356.96,9928.1
2997.3,-356.92,9933.5
2990,-356.88,9938.8
2982.8,-356.84,9944.2
2975.5,-356.79,9949.5
2968.1,-356.75,9954.9
2960.8,-356.71,9960.2
2953.5,-356.67,9965.5
2946.1,-356.62,9970.8
2938.8,-356.58,9976.1
2931.4,-356.53,9981.4
2924,-356.49,9986.7
2916.6,-356.44,9991.9
2909.2,-356.39,9997.2
2901.8,-356.35,10002
2894.3,-356.3,10008
2886.9,-356.25,10013
2879.4,-356.2,10018
2871.9,-356.15,10023
2864.4,-356.1,10029
2856.9,-356.05,10034
2849.4,-355.99,10039
2841.9,-355.94,10044
2834.3,-355.89,10049
2826.8,-355.83,10055
2819.2,-355.78,10060
2811.6,-355.72,10065
2804,-355.67,10070
2796.4,-355.61,10075
2788.8,-355.55,10080
2781.2,-355.49,10085
2773.5,-355.44,10091
2765.9,-355.38,10096
2758.2,-355.32,10101
2750.5,-355.26,10106
2742.8,-355.2,10111
2735.1,-355.13,10116
2727.4,-355.07,10121
2719.7,-355.01,10126
2711.9,-354.94,10131
2704.2,-354.88,10136
2696.4,-354.81,10141
2688.6,-354.75,10146
2680.8,-354.68,10151
